freq_hz,power
0.0,1.892982491160416e-05
5.38330078125,9.418170423653546e-06
10.7666015625,3.5033572412823905e-11
16.14990234375,4.109869670107777e-11
21.533203125,5.439110769668845e-11
26.91650390625,8.005860234964318e-11
32.2998046875,8.306895959861862e-11
37.68310546875,1.5154470672232406e-10
43.06640625,1.379997507041705e-10
48.44970703125,2.5717490267788713e-10
53.8330078125,2.5133979251146006e-10
59.21630859375,4.2478396086249044e-10
64.599609375,4.291793299945321e-10
69.98291015625,7.268626074340617e-10
75.3662109375,7.067840198149083e-10
80.74951171875,1.195986067898882e-09
86.1328125,1.3375982873064895e-09
91.51611328125,1.9559996372896678e-09
96.8994140625,2.7596516464861953e-09
102.28271484375,3.310224648001412e-09
107.666015625,5.977262524498039e-09
113.04931640625,6.519476626275251e-09
118.4326171875,1.2797985120426588e-08
123.81591796875,1.6860221397988917e-08
129.19921875,2.9578352218356357e-08
134.58251953125,5.154214052396508e-08
139.9658203125,9.299712944504243e-08
145.34912109375,1.8796740078774061e-07
150.732421875,4.552664245649625e-07
156.11572265625,1.1179899628177217e-06
161.4990234375,4.11658082899185e-06
166.88232421875,1.9702022791768542e-05
172.265625,0.00018998280854303767
177.64892578125,0.01695521255701511
183.0322265625,0.22798163735816768
188.41552734375,0.15958233411545827
193.798828125,0.00334457252070317
199.18212890625,9.440905376908128e-05
204.5654296875,1.2398756504030516e-05
209.94873046875,2.8397102854096718e-06
215.33203125,8.975984347025837e-07
220.71533203125,3.303556436366418e-07
226.0986328125,1.675701920172931e-07
231.48193359375,7.188393202139628e-08
236.865234375,4.4458855554388e-08
242.24853515625,2.5109639492518757e-08
247.6318359375,1.3519014157131642e-08
253.01513671875,1.0746070770712928e-08
258.3984375,5.076180503689167e-09
263.78173828125,4.450506023138593e-09
269.1650390625,2.464158099831868e-09
274.54833984375,1.8031305181616496e-09
279.931640625,1.2733528466787834e-09
285.31494140625,9.727630108823366e-10
290.6982421875,8.988215416931482e-10
296.08154296875,9.953234299427262e-10
301.46484375,1.673771849555919e-09
306.84814453125,2.260771912177871e-09
312.2314453125,4.346358729646069e-09
317.61474609375,8.229607501629945e-09
322.998046875,1.2982104850409954e-08
328.38134765625,3.3488104404850205e-08
333.7646484375,5.988764077961756e-08
339.14794921875,1.7524060180978455e-07
344.53125,5.108818033262142e-07
349.91455078125,2.172308640983279e-06
355.2978515625,1.5105009889192811e-05
360.68115234375,0.00043133909407011133
366.064453125,0.03874659565109441
371.44775390625,0.07174886802811452
376.8310546875,0.007640249499015239
382.21435546875,5.011417440144843e-05
387.59765625,4.767088453712361e-06
392.98095703125,9.741166482925192e-07
398.3642578125,2.490203484396283e-07
403.74755859375,1.0796168085675695e-07
409.130859375,4.017896484176019e-08
414.51416015625,2.134227383374943e-08
419.8974609375,1.0868480947534451e-08
425.28076171875,6.130479205453336e-09
430.6640625,3.3768634678001642e-09
436.04736328125,2.3124595785486503e-09
441.4306640625,1.1017704340323749e-09
446.81396484375,9.010190757575461e-10
452.197265625,4.150960620841596e-10
457.58056640625,3.1125518018864604e-10
462.9638671875,1.807022142696053e-10
468.34716796875,1.5216909816327776e-10
473.73046875,1.3235596293759977e-10
479.11376953125,2.439953485683829e-10
484.4970703125,3.257916310031475e-10
489.88037109375,5.911132302895764e-10
495.263671875,9.708443264104135e-10
500.64697265625,1.7147403995246658e-09
506.0302734375,2.4925247341054332e-09
511.41357421875,6.2972854315920964e-09
516.796875,6.950976844052966e-09
522.18017578125,2.7583277690069214e-08
527.5634765625,3.947802282319916e-08
532.94677734375,1.834553253805382e-07
538.330078125,7.791697945225949e-07
543.71337890625,9.34076238101949e-06
549.0966796875,0.00692247456770906
554.47998046875,0.03668766808777871
559.86328125,0.012292758386637329
565.24658203125,2.5305141073771726e-05
570.6298828125,1.184590713718421e-06
576.01318359375,2.385310903748541e-07
581.396484375,5.664302697594679e-08
586.77978515625,3.2798329181434566e-08
592.1630859375,8.380594577450809e-09
597.54638671875,8.389191178630996e-09
602.9296875,3.02415337522818e-09
608.31298828125,2.5054771162693463e-09
613.6962890625,1.5970209185499074e-09
619.07958984375,9.320764596155193e-10
624.462890625,8.317108006555802e-10
629.84619140625,4.934496837319949e-10
635.2294921875,4.2862877528513636e-10
640.61279296875,3.0347642024013704e-10
645.99609375,2.512284720158572e-10
651.37939453125,1.8423441689816603e-10
656.7626953125,1.7541976220964865e-10
662.14599609375,1.179265446196855e-10
667.529296875,1.2409702149448686e-10
672.91259765625,8.852827029780615e-11
678.2958984375,8.703684934925348e-11
683.67919921875,7.454434560544049e-11
689.0625,6.49208342302466e-11
694.44580078125,6.614164962401367e-11
699.8291015625,5.986056276711063e-11
705.21240234375,6.8772814965389e-11
710.595703125,8.004540930384747e-11
715.97900390625,1.5743272126304044e-10
721.3623046875,4.76528033047077e-10
726.74560546875,3.6207383598009987e-09
732.12890625,2.0902462024977308e-07
737.51220703125,4.172225848065016e-06
742.8955078125,3.7743922776482035e-06
748.27880859375,1.3333356120107897e-07
753.662109375,2.976263536120089e-09
759.04541015625,4.1610840673881435e-10
764.4287109375,1.3423814685006908e-10
769.81201171875,6.607262402904204e-11
775.1953125,5.1777395188846616e-11
780.57861328125,4.293308206529758e-11
785.9619140625,4.3603226881194865e-11
791.34521484375,4.073893186577807e-11
796.728515625,4.5255042073809877e-11
802.11181640625,4.725598266467439e-11
807.4951171875,4.861949566559103e-11
812.87841796875,6.220139346288395e-11
818.26171875,6.075919531743758e-11
823.64501953125,8.133019283694538e-11
829.0283203125,8.83279069691332e-11
834.41162109375,1.1275376532866549e-10
839.794921875,1.3220586764850973e-10
845.17822265625,1.8982944548543377e-10
850.5615234375,2.0200936080501124e-10
855.94482421875,3.5747605496172883e-10
861.328125,3.853836240726897e-10
866.71142578125,6.737494759634781e-10
872.0947265625,1.0597799109063867e-09
877.47802734375,1.3902541385515466e-09
882.861328125,3.5506558873538876e-09
888.24462890625,4.715183367756975e-09
893.6279296875,1.5097568659637613e-08
899.01123046875,3.5227492701057956e-08
904.39453125,1.4472075971445367e-07
909.77783203125,8.746188796330259e-07
915.1611328125,2.0954950920207424e-05
920.54443359375,0.0042912022808586974
925.927734375,0.010353059053128584
931.31103515625,0.0015327719583365245
936.6943359375,4.729994810418094e-06
