freq_hz,power
0.0,2.4658135009105942e-05
5.38330078125,1.2292210688851907e-05
10.7666015625,2.727147760630254e-09
16.14990234375,3.1969630871020673e-10
21.533203125,9.312626394846173e-11
26.91650390625,1.074818475136489e-10
32.2998046875,8.950863605329527e-11
37.68310546875,1.466659494137314e-10
43.06640625,1.3457843726972073e-10
48.44970703125,2.351321704566777e-10
53.8330078125,2.2815096966183387e-10
59.21630859375,3.9832662962341423e-10
64.599609375,3.8153233284423956e-10
69.98291015625,6.784228220089732e-10
75.3662109375,6.232470077686762e-10
80.74951171875,1.0791485884395468e-09
86.1328125,1.1981353595267722e-09
91.51611328125,1.7715364145326069e-09
96.8994140625,2.5399311265929868e-09
102.28271484375,3.0991880315206115e-09
107.666015625,5.663013560188008e-09
113.04931640625,6.368723032146409e-09
118.4326171875,1.2617927925849941e-08
123.81591796875,1.716591701004468e-08
129.19921875,3.076279986926391e-08
134.58251953125,5.52212356185e-08
139.9658203125,1.0194594588673222e-07
145.34912109375,2.1596480140822245e-07
150.732421875,5.233707328695317e-07
156.11572265625,1.3684465356693242e-06
161.4990234375,5.039153424810908e-06
166.88232421875,2.4790927802273098e-05
172.265625,0.0002478758249172598
177.64892578125,0.022250099603937742
183.0322265625,0.3008590847228344
188.41552734375,0.21051789925454328
193.798828125,0.0043395723172546495
199.18212890625,0.00012313590515064754
204.5654296875,1.561726368941534e-05
209.94873046875,3.4824268076313837e-06
215.33203125,1.0762673850797047e-06
220.71533203125,3.8763265951205603e-07
226.0986328125,1.8839497181137788e-07
231.48193359375,8.060678415575271e-08
236.865234375,4.826178118529457e-08
242.24853515625,2.686442092058572e-08
247.6318359375,1.4662397174235868e-08
253.01513671875,1.1462013855924265e-08
258.3984375,5.6683237856290675e-09
263.78173828125,5.026036794464642e-09
269.1650390625,2.9918167643088183e-09
274.54833984375,2.305343028372835e-09
279.931640625,1.7619608615097654e-09
285.31494140625,1.4035164739024234e-09
290.6982421875,1.0882813718277362e-09
296.08154296875,1.282647799083514e-09
301.46484375,1.1353696713105301e-09
306.84814453125,1.764269137148429e-09
312.2314453125,2.5049682021739503e-09
317.61474609375,4.320993854948265e-09
322.998046875,7.954368220653239e-09
328.38134765625,1.7263216720417747e-08
333.7646484375,3.7528038564350977e-08
339.14794921875,1.0560308339870917e-07
344.53125,3.346915272477831e-07
349.91455078125,1.4904788743080214e-06
355.2978515625,1.1480898577661205e-05
360.68115234375,0.0003104696799640357
366.064453125,0.02970876240083915
371.44775390625,0.05509865610453417
376.8310546875,0.005815489879389657
382.21435546875,3.755570260923497e-05
387.59765625,3.2766474086370464e-06
392.98095703125,6.184895347591508e-07
398.3642578125,1.6577620587193618e-07
403.74755859375,5.8393518457601415e-08
409.130859375,2.3536251334784803e-08
414.51416015625,1.0726988339438938e-08
419.8974609375,5.4119378689824906e-09
425.28076171875,2.8990905942829263e-09
430.6640625,1.6398935791375586e-09
436.04736328125,9.888284060505903e-10
441.4306640625,6.361128495286664e-10
446.81396484375,3.9528700131205586e-10
452.197265625,3.0861985320482683e-10
457.58056640625,2.1774180548118545e-10
462.9638671875,1.8292766004955595e-10
468.34716796875,1.995099297455532e-10
473.73046875,1.6627089205709336e-10
479.11376953125,2.5117658190813385e-10
484.4970703125,2.6600286484154984e-10
489.88037109375,4.020765443587395e-10
495.263671875,5.533977880206248e-10
500.64697265625,9.038256782992704e-10
506.0302734375,1.2225060233519575e-09
511.41357421875,3.051679890354388e-09
516.796875,3.4178606122568552e-09
522.18017578125,1.3853957243611175e-08
527.5634765625,2.2109779020867798e-08
532.94677734375,1.0902746538226811e-07
538.330078125,5.01958014156017e-07
543.71337890625,6.8355078486166515e-06
549.0966796875,0.006382359732820059
554.47998046875,0.0339475503624023
559.86328125,0.01135295172328513
565.24658203125,1.908268830241019e-05
570.6298828125,8.660574041977978e-07
576.01318359375,1.501935332973076e-07
581.396484375,3.241416454639535e-08
586.77978515625,1.6384991318666928e-08
592.1630859375,3.754814108285276e-09
597.54638671875,3.775023301701826e-09
602.9296875,1.137876798299945e-09
608.31298828125,1.039493447963478e-09
613.6962890625,6.069147981200272e-10
619.07958984375,3.481135758091385e-10
624.462890625,3.273727554391953e-10
629.84619140625,1.7868694767019544e-10
635.2294921875,1.715798318914972e-10
640.61279296875,1.1582632780222302e-10
645.99609375,1.0458388438534186e-10
651.37939453125,7.582753891524269e-11
656.7626953125,7.87812512814787e-11
662.14599609375,5.353696985654921e-11
667.529296875,6.171466383673615e-11
672.91259765625,4.593685646353814e-11
678.2958984375,4.9902527016585186e-11
683.67919921875,4.727459452509992e-11
689.0625,4.750855931806148e-11
694.44580078125,5.677685027433369e-11
699.8291015625,6.80470714896387e-11
705.21240234375,1.0888550379017539e-10
710.595703125,1.9204827923505947e-10
715.97900390625,5.58843621155472e-10
721.3623046875,2.2807066830067893e-09
726.74560546875,1.9545981040719874e-08
732.12890625,1.1328736371166667e-06
737.51220703125,2.24040041820517e-05
742.8955078125,2.027041415641501e-05
748.27880859375,7.247997335713496e-07
753.662109375,1.6089822670782474e-08
759.04541015625,2.0065631261035854e-09
764.4287109375,5.095413016633742e-10
769.81201171875,1.887953707351847e-10
775.1953125,1.0591267827676173e-10
780.57861328125,7.181732794902048e-11
785.9619140625,6.109974632381801e-11
791.34521484375,5.3262447453121173e-11
796.728515625,5.58212412255489e-11
802.11181640625,5.619847456715522e-11
807.4951171875,5.749127789583421e-11
812.87841796875,7.246331199827943e-11
818.26171875,7.018689555088301e-11
823.64501953125,9.409899785266784e-11
829.0283203125,1.0165526938644033e-10
834.41162109375,1.3082160140115727e-10
839.794921875,1.5404953043967312e-10
845.17822265625,2.2445874660552312e-10
850.5615234375,2.3860747282232827e-10
855.94482421875,4.262287138151455e-10
